Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Customer Name,Segment
OD-2019203,2020-07-19,2020-07-21,East,Furniture,Chairs & Tables,Filing Cabinet,850.52,1,0.3,113.9,Customer 109,Home Office
OD-2019204,2022-08-02,2022-08-07,South,Furniture,Chairs & Tables,Office Chair,28.63,1,0.0,6.08,Customer 125,Consumer
OD-2019205,2023-05-31,2023-06-05,Central,Furniture,Chairs & Tables,Office Chair,2503.94,5,0.0,752.38,Customer 107,Home Office
OD-2019206,2020-03-18,2020-03-25,West,Furniture,Chairs & Tables,Bookcase,3376.44,4,0.0,444.65,Customer 2,Corporate
OD-2019207,2023-10-25,2023-10-27,South,Furniture,Chairs & Tables,Office Table,509.79,3,0.0,113.66,Customer 90,Consumer
OD-2019208,2022-09-15,2022-09-22,East,Furniture,Chairs & Tables,Wooden Desk,41.24,2,0.05,10.42,Customer 184,Consumer
OD-2019209,2022-04-20,2022-04-23,South,Furniture,Chairs & Tables,Wooden Desk,3912.01,5,0.0,508.36,Customer 27,Consumer
OD-2019210,2023-02-28,2023-03-04,East,Office Supplies,Stationery,Notebook Pack,900.13,3,0.1,160.63,Customer 244,Corporate
OD-2019211,2023-05-13,2023-05-16,East,Office Supplies,Stationery,Paper Reams,41.35,2,0.05,8.08,Customer 232,Home Office
OD-2019212,2020-03-29,2020-04-03,South,Furniture,Chairs & Tables,Office Table,329.28,2,0.0,76.05,Customer 235,Home Office
OD-2019213,2019-03-05,2019-03-06,North,Technology,Gadgets,Wireless Mouse,223.48,2,0.05,68.93,Customer 56,Corporate
OD-2019214,2022-12-29,2023-01-02,South,Furniture,Chairs & Tables,Office Chair,643.25,3,0.25,81.53,Customer 76,Consumer
OD-2019215,2019-09-16,2019-09-19,Central,Office Supplies,Stationery,Paper Reams,1489.48,5,0.0,191.67,Customer 167,Corporate
OD-2019216,2022-05-08,2022-05-13,Central,Technology,Gadgets,Wireless Mouse,216.06,3,0.05,47.01,Customer 221,Consumer
OD-2019217,2023-06-13,2023-06-19,West,Furniture,Chairs & Tables,Office Table,1104.18,2,0.0,80.1,Customer 221,Corporate
OD-2019218,2023-12-24,2023-12-26,North,Technology,Gadgets,Laptop Pro 15,20.98,1,0.1,3.41,Customer 205,Corporate
OD-2019219,2023-02-03,2023-02-04,South,Technology,Gadgets,Wireless Mouse,144.83,3,0.0,49.29,Customer 131,Corporate
OD-2019220,2019-11-09,2019-11-15,East,Technology,Gadgets,iPhone 13,101.29,2,0.15,29.15,Customer 44,Consumer
OD-2019221,2021-06-03,2021-06-04,West,Office Supplies,Stationery,Stapler,870.49,1,0.05,62.86,Customer 285,Consumer
OD-2019222,2022-04-16,2022-04-21,East,Office Supplies,Stationery,Stapler,970.01,3,0.15,220.33,Customer 211,Corporate
OD-2019223,2023-11-25,2023-12-01,South,Technology,Gadgets,iPhone 13,31.44,1,0.0,10.89,Customer 160,Corporate
OD-2019224,2019-08-01,2019-08-06,West,Office Supplies,Stationery,Pen Set,3831.54,5,0.1,1129.6,Customer 247,Consumer
OD-2019225,2023-10-02,2023-10-03,South,Technology,Gadgets,Bluetooth Headset,208.93,2,0.0,18.0,Customer 59,Corporate
OD-2019226,2022-03-21,2022-03-23,Central,Technology,Gadgets,Bluetooth Headset,56.74,1,0.3,13.24,Customer 286,Consumer
OD-2019227,2022-06-01,2022-06-07,East,Office Supplies,Stationery,Stapler,167.84,2,0.0,50.13,Customer 93,Corporate
OD-2019228,2022-12-10,2022-12-17,South,Technology,Gadgets,Laptop Pro 15,298.8,1,0.0,21.84,Customer 4,Consumer
OD-2019229,2023-11-17,2023-11-19,East,Office Supplies,Stationery,Markers,6107.85,5,0.1,382.63,Customer 73,Home Office
OD-2019230,2022-07-20,2022-07-21,West,Furniture,Chairs & Tables,Office Table,83.11,1,0.0,19.76,Customer 193,Corporate
OD-2019231,2021-07-18,2021-07-21,South,Furniture,Chairs & Tables,Bookcase,4501.33,5,0.05,806.43,Customer 167,Home Office
OD-2019232,2022-05-06,2022-05-07,West,Furniture,Chairs & Tables,Wooden Desk,2699.86,2,0.05,850.82,Customer 26,Home Office
OD-2019233,2019-06-17,2019-06-20,North,Technology,Gadgets,Wireless Mouse,4138.51,3,0.05,1101.46,Customer 227,Corporate
OD-2019234,2020-07-13,2020-07-15,South,Office Supplies,Stationery,Notebook Pack,522.98,5,0.1,61.9,Customer 221,Consumer
OD-2019235,2020-08-03,2020-08-09,North,Office Supplies,Stationery,Paper Reams,774.67,1,0.0,160.17,Customer 270,Home Office
OD-2019236,2020-09-23,2020-09-24,Central,Furniture,Chairs & Tables,Filing Cabinet,19.44,1,0.05,2.51,Customer 29,Consumer
OD-2019237,2020-02-23,2020-02-26,South,Furniture,Chairs & Tables,Wooden Desk,119.61,4,0.0,6.62,Customer 149,Corporate
OD-2019238,2019-09-03,2019-09-04,West,Technology,Gadgets,Wireless Mouse,20.57,1,0.0,6.93,Customer 67,Corporate
OD-2019239,2021-12-26,2022-01-01,Central,Furniture,Chairs & Tables,Office Table,483.94,5,0.05,144.24,Customer 182,Consumer
OD-2019240,2021-03-24,2021-03-31,North,Office Supplies,Stationery,Notebook Pack,88.51,3,0.3,7.4,Customer 10,Corporate
OD-2019241,2019-06-09,2019-06-16,North,Technology,Gadgets,Bluetooth Headset,642.93,4,0.05,72.81,Customer 294,Corporate
OD-2019242,2022-12-24,2022-12-30,East,Technology,Gadgets,Laptop Pro 15,994.1,2,0.0,282.2,Customer 208,Consumer
OD-2019243,2020-10-27,2020-10-29,South,Office Supplies,Stationery,Markers,537.98,5,0.0,110.54,Customer 46,Corporate
OD-2019244,2023-09-26,2023-09-27,Central,Furniture,Chairs & Tables,Filing Cabinet,3376.02,4,0.0,690.65,Customer 206,Home Office
OD-2019245,2019-06-11,2019-06-15,West,Technology,Gadgets,Laptop Pro 15,39.23,2,0.15,3.91,Customer 171,Consumer
OD-2019246,2019-06-06,2019-06-11,Central,Office Supplies,Stationery,Notebook Pack,2671.47,5,0.1,186.21,Customer 262,Consumer
OD-2019247,2023-05-09,2023-05-12,West,Technology,Gadgets,Samsung Galaxy S21,300.94,1,0.0,95.28,Customer 53,Consumer
OD-2019248,2020-06-08,2020-06-10,West,Furniture,Chairs & Tables,Office Table,33.67,1,0.15,7.06,Customer 39,Consumer
OD-2019249,2023-05-02,2023-05-08,Central,Technology,Gadgets,Wireless Mouse,5804.38,5,0.05,892.23,Customer 297,Corporate
OD-2019250,2022-10-26,2022-10-31,South,Office Supplies,Stationery,Paper Reams,287.93,3,0.05,92.63,Customer 162,Consumer
OD-2019251,2021-06-19,2021-06-20,South,Technology,Gadgets,Wireless Mouse,574.15,5,0.0,180.78,Customer 141,Home Office
OD-2019252,2019-04-26,2019-04-29,South,Office Supplies,Stationery,Notebook Pack,278.73,5,0.0,70.63,Customer 237,Corporate
OD-2019253,2019-03-19,2019-03-20,East,Technology,Gadgets,Laptop Pro 15,67.54,3,0.15,14.21,Customer 47,Home Office
OD-2019254,2022-05-01,2022-05-06,Central,Technology,Gadgets,Wireless Mouse,1348.15,1,0.1,365.34,Customer 284,Home Office
OD-2019255,2019-03-26,2019-03-30,South,Office Supplies,Stationery,Pen Set,108.6,1,0.1,26.96,Customer 244,Home Office
OD-2019256,2019-11-05,2019-11-06,South,Technology,Gadgets,iPhone 13,6853.58,5,0.05,2042.61,Customer 44,Home Office
OD-2019257,2022-08-16,2022-08-18,North,Furniture,Chairs & Tables,Wooden Desk,1782.38,2,0.0,575.01,Customer 225,Home Office
OD-2019258,2021-12-06,2021-12-11,South,Furniture,Chairs & Tables,Bookcase,159.19,2,0.15,17.27,Customer 145,Corporate
OD-2019259,2021-04-17,2021-04-24,East,Technology,Gadgets,Bluetooth Headset,2750.97,2,0.1,316.77,Customer 172,Consumer
OD-2019260,2020-11-06,2020-11-07,South,Office Supplies,Stationery,Markers,1336.48,4,0.0,180.43,Customer 130,Home Office
OD-2019261,2023-10-11,2023-10-17,South,Office Supplies,Stationery,Pen Set,1142.6,2,0.0,273.98,Customer 42,Home Office
OD-2019262,2022-09-21,2022-09-23,North,Technology,Gadgets,Laptop Pro 15,853.08,5,0.1,54.01,Customer 67,Home Office
OD-2019263,2022-12-22,2022-12-23,North,Technology,Gadgets,Bluetooth Headset,66.25,3,0.1,11.45,Customer 169,Consumer
OD-2019264,2022-10-04,2022-10-10,East,Office Supplies,Stationery,Paper Reams,575.49,2,0.2,157.48,Customer 217,Home Office
OD-2019265,2021-01-11,2021-01-12,West,Technology,Gadgets,Laptop Pro 15,404.82,5,0.1,60.15,Customer 110,Corporate
OD-2019266,2023-04-19,2023-04-23,West,Furniture,Chairs & Tables,Wooden Desk,6685.82,5,0.05,1877.74,Customer 80,Consumer
OD-2019267,2020-08-28,2020-09-04,Central,Furniture,Chairs & Tables,Office Table,2280.49,3,0.0,434.57,Customer 270,Consumer
OD-2019268,2022-09-17,2022-09-20,Central,Office Supplies,Stationery,Pen Set,77.64,4,0.2,12.93,Customer 193,Consumer
OD-2019269,2019-11-29,2019-12-01,West,Office Supplies,Stationery,Paper Reams,5964.92,5,0.0,1515.98,Customer 225,Consumer
OD-2019270,2021-04-21,2021-04-24,North,Office Supplies,Stationery,Pen Set,4045.0,3,0.25,180.18,Customer 146,Home Office
OD-2019271,2023-05-25,2023-05-29,West,Furniture,Chairs & Tables,Office Table,565.95,5,0.2,153.65,Customer 159,Corporate
OD-2019272,2023-09-07,2023-09-09,North,Technology,Gadgets,Bluetooth Headset,1557.69,3,0.0,227.77,Customer 237,Corporate
OD-2019273,2023-05-13,2023-05-17,North,Office Supplies,Stationery,Paper Reams,95.62,2,0.1,13.82,Customer 83,Consumer
OD-2019274,2023-06-29,2023-07-04,East,Furniture,Chairs & Tables,Bookcase,5489.47,4,0.0,1704.96,Customer 247,Corporate
OD-2019275,2022-02-09,2022-02-10,East,Office Supplies,Stationery,Paper Reams,1656.28,5,0.15,391.81,Customer 146,Consumer
OD-2019276,2023-04-12,2023-04-14,Central,Technology,Gadgets,Wireless Mouse,339.71,3,0.25,26.91,Customer 76,Corporate
OD-2019277,2019-07-07,2019-07-09,East,Technology,Gadgets,Laptop Pro 15,195.01,1,0.1,31.43,Customer 213,Consumer
OD-2019278,2021-03-22,2021-03-27,North,Technology,Gadgets,Samsung Galaxy S21,159.96,1,0.0,46.27,Customer 42,Corporate
OD-2019279,2020-04-04,2020-04-05,South,Technology,Gadgets,iPhone 13,57.14,3,0.0,9.59,Customer 75,Consumer
OD-2019280,2019-03-20,2019-03-23,North,Technology,Gadgets,Samsung Galaxy S21,1683.04,3,0.15,88.53,Customer 230,Home Office
OD-2019281,2019-01-11,2019-01-12,West,Furniture,Chairs & Tables,Bookcase,881.27,3,0.0,195.0,Customer 77,Home Office
OD-2019282,2023-01-29,2023-02-03,East,Office Supplies,Stationery,Markers,305.76,4,0.15,86.38,Customer 148,Consumer
OD-2019283,2020-09-08,2020-09-09,North,Furniture,Chairs & Tables,Wooden Desk,31.71,1,0.2,1.9,Customer 235,Consumer
OD-2019284,2019-08-16,2019-08-23,Central,Technology,Gadgets,Bluetooth Headset,383.09,5,0.0,131.49,Customer 9,Home Office
OD-2019285,2021-11-21,2021-11-26,South,Furniture,Chairs & Tables,Wooden Desk,1776.19,2,0.0,178.05,Customer 220,Consumer
OD-2019286,2022-06-13,2022-06-16,North,Furniture,Chairs & Tables,Office Table,323.19,1,0.1,17.3,Customer 96,Home Office
OD-2019287,2022-09-30,2022-10-01,East,Office Supplies,Stationery,Stapler,214.52,1,0.0,70.91,Customer 270,Home Office
OD-2019288,2021-11-05,2021-11-12,East,Office Supplies,Stationery,Paper Reams,152.68,2,0.15,9.61,Customer 200,Corporate
OD-2019289,2019-03-31,2019-04-06,South,Technology,Gadgets,Laptop Pro 15,320.85,4,0.15,52.98,Customer 9,Corporate
OD-2019290,2023-06-03,2023-06-04,East,Technology,Gadgets,Samsung Galaxy S21,830.18,1,0.1,170.34,Customer 298,Home Office
OD-2019291,2023-03-30,2023-04-02,South,Furniture,Chairs & Tables,Office Chair,2248.71,4,0.0,770.77,Customer 280,Corporate
OD-2019292,2023-07-25,2023-07-31,North,Furniture,Chairs & Tables,Filing Cabinet,1349.24,4,0.05,80.88,Customer 94,Consumer
OD-2019293,2019-05-10,2019-05-16,South,Technology,Gadgets,iPhone 13,114.5,4,0.1,15.43,Customer 104,Consumer
OD-2019294,2023-06-09,2023-06-11,South,Furniture,Chairs & Tables,Bookcase,1296.08,1,0.0,329.29,Customer 264,Corporate
OD-2019295,2023-07-28,2023-08-02,East,Technology,Gadgets,Laptop Pro 15,717.1,5,0.0,135.38,Customer 98,Corporate
OD-2019296,2021-01-01,2021-01-08,South,Furniture,Chairs & Tables,Bookcase,4394.17,5,0.05,641.95,Customer 64,Corporate
OD-2019297,2021-06-13,2021-06-17,North,Office Supplies,Stationery,Markers,315.29,4,0.05,61.16,Customer 174,Consumer
OD-2019298,2021-10-13,2021-10-19,Central,Technology,Gadgets,Laptop Pro 15,71.69,1,0.05,15.79,Customer 137,Consumer
OD-2019299,2023-01-29,2023-02-02,Central,Furniture,Chairs & Tables,Filing Cabinet,155.15,2,0.0,35.33,Customer 93,Home Office
OD-2019300,2020-08-24,2020-08-27,South,Furniture,Chairs & Tables,Office Chair,268.65,5,0.1,65.27,Customer 152,Corporate
OD-2019301,2021-07-02,2021-07-07,West,Office Supplies,Stationery,Markers,2623.6,3,0.2,218.08,Customer 228,Corporate
OD-2019302,2021-07-04,2021-07-05,Central,Office Supplies,Stationery,Stapler,118.34,4,0.2,18.72,Customer 223,Corporate
OD-2019303,2022-08-02,2022-08-09,North,Furniture,Chairs & Tables,Office Chair,1279.06,4,0.1,90.46,Customer 187,Home Office
OD-2019304,2023-06-29,2023-07-05,East,Office Supplies,Stationery,Pen Set,1214.92,1,0.05,354.79,Customer 74,Home Office
OD-2019305,2022-10-20,2022-10-27,West,Technology,Gadgets,iPhone 13,110.47,5,0.0,37.66,Customer 35,Consumer
OD-2019306,2023-05-14,2023-05-20,North,Technology,Gadgets,Laptop Pro 15,2315.28,3,0.0,476.79,Customer 291,Consumer
OD-2019307,2022-05-24,2022-05-26,South,Office Supplies,Stationery,Markers,1036.18,2,0.0,243.65,Customer 191,Corporate
OD-2019308,2023-04-12,2023-04-13,Central,Office Supplies,Stationery,Pen Set,491.7,1,0.0,29.99,Customer 188,Corporate
OD-2019309,2020-10-05,2020-10-11,East,Technology,Gadgets,Samsung Galaxy S21,528.35,5,0.15,117.49,Customer 14,Home Office
OD-2019310,2020-01-17,2020-01-21,Central,Office Supplies,Stationery,Markers,594.7,4,0.0,77.86,Customer 61,Corporate
OD-2019311,2023-05-07,2023-05-10,West,Office Supplies,Stationery,Markers,1056.23,2,0.25,48.96,Customer 147,Home Office
OD-2019312,2021-10-02,2021-10-04,East,Furniture,Chairs & Tables,Wooden Desk,443.7,3,0.0,35.94,Customer 232,Consumer
OD-2019313,2022-12-31,2023-01-04,South,Furniture,Chairs & Tables,Bookcase,2470.74,3,0.05,600.39,Customer 34,Home Office
OD-2019314,2022-01-15,2022-01-18,West,Technology,Gadgets,Samsung Galaxy S21,1077.82,2,0.2,160.74,Customer 186,Home Office
OD-2019315,2020-04-04,2020-04-05,West,Furniture,Chairs & Tables,Wooden Desk,91.67,3,0.05,7.64,Customer 253,Consumer
OD-2019316,2021-01-09,2021-01-14,North,Office Supplies,Stationery,Stapler,409.1,5,0.0,103.11,Customer 283,Consumer
OD-2019317,2022-06-07,2022-06-08,North,Furniture,Chairs & Tables,Bookcase,193.76,2,0.1,31.93,Customer 246,Home Office
OD-2019318,2021-04-21,2021-04-28,East,Technology,Gadgets,Bluetooth Headset,750.8,5,0.1,232.17,Customer 65,Corporate
OD-2019319,2022-08-08,2022-08-09,Central,Technology,Gadgets,Wireless Mouse,2288.41,3,0.0,684.84,Customer 177,Consumer
OD-2019320,2023-12-04,2023-12-11,West,Office Supplies,Stationery,Paper Reams,1363.43,1,0.1,310.4,Customer 67,Corporate
OD-2019321,2021-10-26,2021-11-02,Central,Furniture,Chairs & Tables,Office Chair,325.02,3,0.1,45.22,Customer 79,Corporate
OD-2019322,2019-12-04,2019-12-06,South,Technology,Gadgets,Samsung Galaxy S21,64.26,2,0.0,19.92,Customer 266,Corporate
OD-2019323,2023-09-29,2023-09-30,Central,Technology,Gadgets,Samsung Galaxy S21,484.05,1,0.0,40.05,Customer 141,Consumer
OD-2019324,2022-07-04,2022-07-07,East,Office Supplies,Stationery,Paper Reams,304.62,2,0.1,80.15,Customer 258,Home Office
OD-2019325,2019-12-12,2019-12-17,West,Office Supplies,Stationery,Pen Set,1013.44,2,0.2,131.91,Customer 173,Home Office
OD-2019326,2019-03-26,2019-04-02,East,Furniture,Chairs & Tables,Office Chair,101.49,1,0.05,16.28,Customer 296,Corporate
OD-2019327,2022-08-26,2022-08-28,Central,Office Supplies,Stationery,Markers,256.93,5,0.05,29.6,Customer 16,Corporate
OD-2019328,2023-12-26,2024-01-01,South,Office Supplies,Stationery,Stapler,49.77,1,0.0,11.5,Customer 248,Consumer
OD-2019329,2023-07-07,2023-07-14,South,Office Supplies,Stationery,Markers,62.56,2,0.05,18.36,Customer 233,Consumer
OD-2019330,2022-11-11,2022-11-12,North,Furniture,Chairs & Tables,Filing Cabinet,339.85,2,0.15,23.88,Customer 248,Corporate
OD-2019331,2020-02-22,2020-02-25,South,Office Supplies,Stationery,Pen Set,158.3,5,0.0,30.55,Customer 164,Home Office
OD-2019332,2023-10-29,2023-11-01,South,Technology,Gadgets,Samsung Galaxy S21,667.56,3,0.1,202.26,Customer 264,Home Office
OD-2019333,2019-08-06,2019-08-09,East,Furniture,Chairs & Tables,Filing Cabinet,494.58,5,0.0,120.8,Customer 137,Corporate
OD-2019334,2020-05-22,2020-05-24,South,Furniture,Chairs & Tables,Office Chair,2161.88,4,0.05,224.16,Customer 197,Home Office
OD-2019335,2021-05-06,2021-05-08,Central,Furniture,Chairs & Tables,Bookcase,741.68,5,0.0,174.45,Customer 161,Consumer
OD-2019336,2023-04-12,2023-04-14,North,Technology,Gadgets,Bluetooth Headset,406.51,5,0.2,68.19,Customer 256,Corporate
OD-2019337,2021-10-15,2021-10-16,Central,Furniture,Chairs & Tables,Filing Cabinet,164.03,2,0.05,53.45,Customer 235,Consumer
OD-2019338,2020-03-16,2020-03-21,East,Technology,Gadgets,iPhone 13,1054.5,2,0.0,324.6,Customer 145,Corporate
OD-2019339,2022-05-08,2022-05-15,South,Office Supplies,Stationery,Markers,1009.06,5,0.15,90.55,Customer 275,Consumer
OD-2019340,2023-10-02,2023-10-03,South,Technology,Gadgets,Samsung Galaxy S21,314.01,4,0.15,57.4,Customer 188,Corporate
OD-2019341,2021-01-19,2021-01-20,Central,Technology,Gadgets,iPhone 13,3889.84,5,0.0,938.99,Customer 288,Consumer
OD-2019342,2021-01-12,2021-01-17,North,Technology,Gadgets,iPhone 13,801.53,5,0.15,166.22,Customer 259,Corporate
OD-2019343,2023-04-15,2023-04-20,Central,Technology,Gadgets,Bluetooth Headset,1117.97,2,0.2,139.55,Customer 61,Consumer
OD-2019344,2019-07-18,2019-07-22,Central,Technology,Gadgets,Laptop Pro 15,2654.65,2,0.0,787.86,Customer 188,Consumer
OD-2019345,2020-02-12,2020-02-17,Central,Office Supplies,Stationery,Markers,866.81,4,0.0,205.57,Customer 21,Consumer
OD-2019346,2019-03-21,2019-03-23,North,Office Supplies,Stationery,Stapler,213.46,1,0.0,57.86,Customer 266,Corporate
OD-2019347,2019-11-02,2019-11-07,South,Office Supplies,Stationery,Pen Set,39.73,2,0.0,2.27,Customer 164,Consumer
OD-2019348,2021-03-15,2021-03-20,Central,Office Supplies,Stationery,Stapler,635.6,3,0.0,106.32,Customer 173,Home Office
OD-2019349,2023-08-24,2023-08-29,Central,Office Supplies,Stationery,Markers,2623.38,5,0.3,166.98,Customer 154,Corporate
OD-2019350,2023-07-29,2023-07-30,East,Technology,Gadgets,Laptop Pro 15,154.63,5,0.05,38.97,Customer 214,Home Office
OD-2019351,2020-09-22,2020-09-29,Central,Office Supplies,Stationery,Notebook Pack,1377.9,1,0.0,111.93,Customer 243,Corporate
OD-2019352,2022-09-04,2022-09-11,West,Office Supplies,Stationery,Paper Reams,319.7,2,0.0,23.6,Customer 27,Home Office
OD-2019353,2021-09-10,2021-09-12,North,Office Supplies,Stationery,Paper Reams,106.92,5,0.05,16.26,Customer 76,Home Office
OD-2019354,2020-05-11,2020-05-12,West,Office Supplies,Stationery,Notebook Pack,192.78,1,0.05,12.87,Customer 10,Corporate
OD-2019355,2020-10-04,2020-10-08,West,Furniture,Chairs & Tables,Filing Cabinet,6468.2,5,0.0,1473.74,Customer 211,Home Office
OD-2019356,2023-05-07,2023-05-12,West,Technology,Gadgets,iPhone 13,448.27,3,0.05,45.61,Customer 266,Consumer
OD-2019357,2022-02-22,2022-02-25,Central,Office Supplies,Stationery,Markers,410.28,2,0.05,135.89,Customer 193,Corporate
OD-2019358,2019-12-21,2019-12-25,Central,Office Supplies,Stationery,Stapler,1279.31,4,0.0,433.05,Customer 182,Home Office
OD-2019359,2023-05-01,2023-05-08,Central,Office Supplies,Stationery,Stapler,2460.24,5,0.05,413.24,Customer 248,Consumer
OD-2019360,2020-05-19,2020-05-22,West,Office Supplies,Stationery,Stapler,80.81,4,0.3,10.89,Customer 153,Corporate
OD-2019361,2022-12-14,2022-12-16,South,Office Supplies,Stationery,Markers,1029.86,5,0.0,358.13,Customer 246,Corporate
OD-2019362,2022-02-21,2022-02-28,South,Office Supplies,Stationery,Stapler,89.47,4,0.05,20.15,Customer 63,Home Office
OD-2019363,2022-10-17,2022-10-22,South,Technology,Gadgets,Wireless Mouse,660.63,2,0.0,196.75,Customer 75,Corporate
OD-2019364,2019-03-28,2019-03-31,South,Office Supplies,Stationery,Notebook Pack,115.51,4,0.0,13.65,Customer 227,Home Office
OD-2019365,2020-06-09,2020-06-15,West,Technology,Gadgets,Samsung Galaxy S21,153.93,5,0.0,18.74,Customer 276,Corporate
OD-2019366,2022-02-25,2022-03-03,East,Technology,Gadgets,Samsung Galaxy S21,1338.07,1,0.0,445.2,Customer 123,Consumer
OD-2019367,2019-04-14,2019-04-20,West,Office Supplies,Stationery,Pen Set,392.94,2,0.15,74.27,Customer 27,Consumer
OD-2019368,2021-04-26,2021-04-29,East,Office Supplies,Stationery,Markers,411.28,4,0.05,66.09,Customer 71,Consumer
OD-2019369,2022-02-01,2022-02-03,North,Technology,Gadgets,Wireless Mouse,108.49,2,0.05,27.46,Customer 103,Corporate
OD-2019370,2020-10-19,2020-10-22,East,Office Supplies,Stationery,Notebook Pack,606.56,3,0.0,103.66,Customer 294,Consumer
OD-2019371,2021-12-31,2022-01-06,West,Office Supplies,Stationery,Notebook Pack,2613.58,2,0.0,895.63,Customer 214,Consumer
OD-2019372,2019-03-16,2019-03-23,West,Technology,Gadgets,Wireless Mouse,1065.03,2,0.05,145.82,Customer 149,Consumer
OD-2019373,2019-01-19,2019-01-22,East,Office Supplies,Stationery,Paper Reams,167.38,1,0.0,56.21,Customer 172,Corporate
OD-2019374,2021-07-19,2021-07-25,North,Office Supplies,Stationery,Paper Reams,97.44,1,0.05,18.68,Customer 69,Home Office
OD-2019375,2021-08-16,2021-08-19,South,Furniture,Chairs & Tables,Office Chair,311.37,4,0.0,75.43,Customer 84,Home Office
OD-2019376,2021-07-28,2021-08-03,East,Technology,Gadgets,Samsung Galaxy S21,6443.51,5,0.1,554.44,Customer 173,Corporate
OD-2019377,2022-03-08,2022-03-14,Central,Furniture,Chairs & Tables,Wooden Desk,331.85,3,0.05,21.26,Customer 208,Corporate
OD-2019378,2021-11-21,2021-11-24,East,Furniture,Chairs & Tables,Filing Cabinet,86.54,3,0.1,26.88,Customer 95,Consumer
OD-2019379,2021-09-04,2021-09-07,South,Furniture,Chairs & Tables,Office Chair,1467.67,3,0.0,206.92,Customer 197,Consumer
OD-2019380,2021-07-03,2021-07-10,South,Technology,Gadgets,Laptop Pro 15,653.06,3,0.0,132.46,Customer 299,Home Office
OD-2019381,2022-03-19,2022-03-20,West,Technology,Gadgets,Laptop Pro 15,107.3,1,0.0,25.45,Customer 32,Home Office
OD-2019382,2019-08-31,2019-09-04,North,Technology,Gadgets,Samsung Galaxy S21,621.13,4,0.0,196.27,Customer 258,Home Office
OD-2019383,2023-04-26,2023-04-29,South,Office Supplies,Stationery,Notebook Pack,255.89,5,0.05,72.51,Customer 189,Home Office
OD-2019384,2020-03-28,2020-03-30,West,Furniture,Chairs & Tables,Filing Cabinet,857.07,5,0.0,77.26,Customer 233,Home Office
OD-2019385,2022-05-25,2022-05-28,North,Technology,Gadgets,Bluetooth Headset,831.05,5,0.1,190.2,Customer 276,Home Office
OD-2019386,2023-08-18,2023-08-20,East,Furniture,Chairs & Tables,Office Table,101.47,5,0.15,20.6,Customer 270,Corporate
OD-2019387,2021-12-17,2021-12-23,Central,Technology,Gadgets,iPhone 13,144.44,5,0.0,23.32,Customer 58,Consumer
OD-2019388,2023-08-25,2023-08-30,Central,Office Supplies,Stationery,Pen Set,1249.05,1,0.15,84.32,Customer 275,Consumer
OD-2019389,2019-12-03,2019-12-06,East,Office Supplies,Stationery,Markers,168.44,2,0.0,41.35,Customer 106,Home Office
OD-2019390,2022-04-09,2022-04-13,North,Furniture,Chairs & Tables,Office Table,1609.22,3,0.2,215.92,Customer 29,Corporate
OD-2019391,2019-09-28,2019-10-03,Central,Technology,Gadgets,Wireless Mouse,45.64,2,0.15,5.61,Customer 30,Home Office
OD-2019392,2021-08-04,2021-08-10,North,Technology,Gadgets,iPhone 13,31.13,1,0.0,9.41,Customer 131,Consumer
OD-2019393,2023-03-08,2023-03-10,East,Office Supplies,Stationery,Notebook Pack,625.38,2,0.1,139.48,Customer 217,Corporate
OD-2019394,2022-12-05,2022-12-06,East,Office Supplies,Stationery,Notebook Pack,484.8,3,0.1,30.54,Customer 242,Consumer
OD-2019395,2020-08-10,2020-08-14,North,Furniture,Chairs & Tables,Wooden Desk,242.78,5,0.3,31.1,Customer 192,Corporate
OD-2019396,2021-07-07,2021-07-14,East,Technology,Gadgets,Wireless Mouse,1450.44,5,0.1,93.5,Customer 277,Consumer
OD-2019397,2022-08-31,2022-09-07,West,Technology,Gadgets,iPhone 13,861.4,3,0.05,136.07,Customer 276,Corporate
OD-2019398,2021-12-19,2021-12-21,East,Office Supplies,Stationery,Pen Set,5491.92,4,0.25,1174.53,Customer 12,Corporate
OD-2019399,2021-08-06,2021-08-12,North,Office Supplies,Stationery,Paper Reams,3716.73,3,0.05,1056.3,Customer 273,Corporate
OD-2019400,2023-08-14,2023-08-16,South,Furniture,Chairs & Tables,Filing Cabinet,289.96,2,0.05,88.06,Customer 80,Corporate
OD-2019401,2020-01-22,2020-01-28,North,Furniture,Chairs & Tables,Office Chair,513.19,1,0.0,44.35,Customer 9,Consumer
OD-2019402,2020-02-27,2020-02-28,East,Furniture,Chairs & Tables,Office Table,2157.56,4,0.05,128.28,Customer 229,Home Office
OD-2019403,2022-10-08,2022-10-14,East,Furniture,Chairs & Tables,Wooden Desk,1775.59,2,0.0,610.79,Customer 206,Corporate
OD-2019404,2020-04-24,2020-04-29,West,Furniture,Chairs & Tables,Office Chair,567.03,5,0.05,126.56,Customer 258,Corporate
OD-2019405,2020-04-24,2020-05-01,South,Office Supplies,Stationery,Paper Reams,2300.99,2,0.0,528.21,Customer 296,Home Office
OD-2019406,2023-05-02,2023-05-08,South,Technology,Gadgets,Samsung Galaxy S21,512.6,1,0.1,76.86,Customer 74,Home Office
OD-2019407,2021-12-03,2021-12-05,South,Technology,Gadgets,Laptop Pro 15,301.43,2,0.2,60.96,Customer 32,Home Office
